he works at the bank
Correct	Parser	Rerank	Rerank Unigram	Translation
✓	39.421356201171875	16.802663042292245	28.566497753567283	han arbetar vid banken
	39.98149871826172	37.56231095182256	28.834749913565766	han fungerar vid banken
	40.27632522583008	16.54176106077955	29.306651319548607	han arbetar vid banken
	40.83647155761719	45.382769565787	29.574903479547096	han fungerar vid banken
	41.57111358642578	59.41183672001526	31.272942984005056	* han ordnar om vid banken
	42.426082611083984	59.15093473850256	32.01309654998638	* han ordnar om vid banken
	43.691444396972656	16.802663042292245	28.566497753567283	* han arbetar vid banken
	44.2515869140625	37.56231095182256	28.834749913565766	* han fungerar vid banken
	44.54641342163086	16.54176106077955	29.306651319548607	* han arbetar vid banken
	44.68629837036133	169.4990725827563	35.11215625354135	* han ordnar om vid banken
	44.70798873901367	202.9995729464811	35.379340124951696	* han ordnar om vid banken
	45.10655975341797	45.382769565787	29.574903479547096	* han fungerar vid banken
	45.5412712097168	169.2381706012436	35.852309819522674	* han ordnar om vid banken
	45.56296157836914	202.73867096496838	36.11949369093302	* han ordnar om vid banken
	46.14093017578125	16.802663042292245	28.566497753567283	han arbetar vid banken
	46.701072692871094	37.56231095182256	28.834749913565766	han fungerar vid banken
	46.83195877075195	59.41183672001526	31.272942984005056	* han ordnar om vid banken
	46.98579025268555	16.802663042292245	28.566497753567283	* han arbetar vid banken
	46.99590301513672	16.54176106077955	29.306651319548607	han arbetar vid banken
	47.54593276977539	37.56231095182256	28.834749913565766	* han fungerar vid banken

he works every day
Correct	Parser	Rerank	Rerank Unigram	Translation
	32.1429443359375	48.61464035663589	30.97168074939904	han ordnar om varje dag
	36.41303253173828	48.61464035663589	30.97168074939904	* han ordnar om varje dag
	38.862518310546875	48.61464035663589	30.97168074939904	han ordnar om varje dag
	39.70737838745117	48.61464035663589	30.97168074939904	* han ordnar om varje dag
	43.132606506347656	48.61464035663589	30.97168074939904	* han ordnar om varje dag
	43.288516998291016	51.96138699612772	30.97168074939904	* honom ordnar om varje dag
	43.846099853515625	48.61464035663588	30.97168074939904	* han ordnar om varje dag
	43.846099853515625	48.61464035663588	30.97168074939904	* han ordnar om varje dag
	45.25449752807617	48.61464035663588	30.97168074939904	* han ordnar om varje dags
✓	46.0711555480957	14.780742349178823	28.26523551896127	* han arbetar varje dag
	46.0711555480957	14.780742349178823	28.26523551896127	* han arbetar varje dag
	46.63129806518555	37.862432720702486	28.533487678959755	* han fungerar varje dag
	46.63129806518555	37.862432720702486	28.533487678959755	* han fungerar varje dag
	46.96128463745117	148.76800111613053	34.81089401893533	* han ordnar om varje dag
	46.96128463745117	148.76800111613053	34.81089401893533	* han ordnar om varje dag
	46.982975006103516	182.26850147985533	35.078077890345675	* han ordnar om varje dag
	46.982975006103516	182.26850147985533	35.078077890345675	* han ordnar om varje dag
	47.479549407958984	14.780742349178823	28.26523551896127	* han arbetar varje dags
	48.03969192504883	37.862432720702486	28.533487678959755	* han fungerar varje dags
	48.36967849731445	148.76800111613053	34.81089401893533	* han ordnar om varje dags

she works with many people
Correct	Parser	Rerank	Rerank Unigram	Translation
✓	42.81229019165039	22.781357917305243	34.058778198083786	hon arbetar med månget folk
	43.372432708740234	31.02955663865698	34.32703035808227	hon fungerar med månget folk
	44.9620475769043	39.76355511304952	36.76522342852155	* hon ordnar om med månget folk
	45.31222915649414	43.12443255312529	36.76522342852155	hon ordnar om folk med månget
	45.41694641113281	43.12443255312529	36.76522342852155	hon ordnar om folk med månget
	45.65743637084961	43.12443255312529	36.76522342852155	hon ordnar om folk med månget
	45.76215362548828	43.12443255312529	36.76522342852155	hon ordnar om folk med månget
	47.08237838745117	22.781357917305243	34.058778198083786	* hon arbetar med månget folk
	47.642520904541016	31.02955663865698	34.32703035808227	* hon fungerar med månget folk
	48.07722854614258	64.67617296744746	40.604436698057846	* hon ordnar om med månget folk
	48.09892654418945	98.44385720258259	40.87162056946819	* hon ordnar om med månget folk
	49.53186798095703	22.781357917305243	34.058778198083786	hon arbetar med månget folk
	49.58231735229492	43.12443255312529	36.76522342852155	* hon ordnar om folk med månget
	49.687034606933594	43.12443255312529	36.76522342852155	* hon ordnar om folk med månget
	49.92752456665039	43.12443255312529	36.76522342852155	* hon ordnar om folk med månget
	50.03224182128906	43.12443255312529	36.76522342852155	* hon ordnar om folk med månget
	50.092010498046875	31.02955663865698	34.32703035808227	hon fungerar med månget folk
	50.222896575927734	39.76355511304953	36.76522342852156	* hon ordnar om med månget folk
	50.37672424316406	22.781357917305243	34.058778198083786	* hon arbetar med månget folk
	50.936866760253906	31.02955663865698	34.32703035808227	* hon fungerar med månget folk

my computer works perfectly
Correct	Parser	Rerank	Rerank Unigram	Translation
	43.986724853515625	51.73123280092987	31.741683201655214	min dator arbetar perfekt
	43.986724853515625	51.73123280092987	31.741683201655214	min dator arbetar perfekt
✓	44.54686737060547	21.206961636085325	32.009935361653696	min dator fungerar perfekt
	44.54686737060547	21.206961636085325	32.009935361653696	min dator fungerar perfekt
	46.136478424072266	101.00778431269876	34.448128432092986	* min dator ordnar om perfekt
	46.136478424072266	101.00778431269876	34.448128432092986	* min dator ordnar om perfekt
	47.865638732910156	53.595655227464235	31.741683201655214	dator av mig arbetar perfekt
	47.865638732910156	53.595655227464235	31.741683201655214	dator av mig arbetar perfekt
	48.256813049316406	51.73123280092987	31.741683201655214	* min dator arbetar perfekt
	48.256813049316406	51.73123280092987	31.741683201655214	* min dator arbetar perfekt
	48.42578125	44.01105159996575	32.009935361653696	dator av mig fungerar perfekt
	48.42578125	44.01105159996575	32.009935361653696	dator av mig fungerar perfekt
	48.81695556640625	21.206961636085325	32.009935361653696	* min dator fungerar perfekt
	48.81695556640625	21.206961636085325	32.009935361653696	* min dator fungerar perfekt
	49.25166320800781	153.97229772088681	38.28734170162928	* min dator ordnar om perfekt
	49.25166320800781	153.97229772088681	38.28734170162928	* min dator ordnar om perfekt
	49.27335739135742	187.4727980846116	38.554525573039626	* min dator ordnar om perfekt
	49.27335739135742	187.4727980846116	38.554525573039626	* min dator ordnar om perfekt
	50.0153923034668	106.16042735389618	34.448128432092986	* dator av mig ordnar om perfekt
	50.0153923034668	106.16042735389618	34.448128432092986	* dator av mig ordnar om perfekt

my computer works
Correct	Parser	Rerank	Rerank Unigram	Translation
	44.89817428588867	0.5792702530501579	27.58062581019262	datorverk av mig
	44.89817428588867	0.5792702530501579	27.58062581019262	datorverk av mig
	50.273040771484375	10.433108195495546	27.58062581019262	dator verk av mig
	50.273040771484375	10.433108195495546	27.58062581019262	dator verk av mig
	46.79322814941406	18.212668767058847	24.62856646057588	dator jobb av mig
	46.79322814941406	18.212668767058847	24.62856646057588	dator jobb av mig
	50.618247985839844	10.433108195495546	27.58062581019262	dator verk av mig
	50.618247985839844	10.433108195495546	27.58062581019262	dator verk av mig
	46.793235778808594	19.68935209955866	24.62856646057588	dator av mig jobb
	50.273048400878906	10.433108195495546	27.58062581019262	dator av mig verk
	46.793235778808594	19.68935209955866	24.62856646057588	dator av mig jobb
	50.273048400878906	10.433108195495546	27.58062581019262	dator av mig verk
	50.618255615234375	10.433108195495546	27.58062581019262	dator av mig verk
	50.618255615234375	10.433108195495546	27.58062581019262	dator av mig verk
	41.01926040649414	1.7335118910933716	27.58062581019262	mitt datorverk
	41.01926040649414	1.7335118910933716	27.58062581019262	mitt datorverk
	42.91431427001953	16.027150974313795	24.62856646057588	min dator jobb
	42.91431427001953	16.027150974313795	24.62856646057588	min dator jobb
	46.394126892089844	8.247590402750493	27.58062581019262	min dator verk
	46.394126892089844	8.247590402750493	27.58062581019262	min dator verk

my computer doesn't work
Correct	Parser	Rerank	Rerank Unigram	Translation
	34.445899963378906	13.80639465260525	24.175447282844438	min dator arbetar inte
	34.445899963378906	13.80639465260525	24.175447282844438	min dator arbetar inte
	35.00604248046875	13.217131022076417	24.443699442842924	min dator fungerar inte
✓	35.00604248046875	13.217131022076417	24.443699442842924	min dator fungerar inte
	36.490936279296875	29.84723502938496	26.88189251328221	* min dator ordnar inte om
	36.490936279296875	29.84723502938496	26.88189251328221	* min dator ordnar inte om
	38.32481384277344	15.670817079139619	24.17544728284444	dator av mig arbetar inte
	38.32481384277344	15.670817079139619	24.17544728284444	dator av mig arbetar inte
	38.71598815917969	13.80639465260525	24.175447282844438	* min dator arbetar inte
	38.71598815917969	13.80639465260525	24.175447282844438	* min dator arbetar inte
	38.88495635986328	36.02122098595684	24.443699442842924	dator av mig fungerar inte
	38.88495635986328	36.02122098595684	24.443699442842924	dator av mig fungerar inte
	39.27613067626953	13.217131022076417	24.443699442842924	* min dator fungerar inte
	39.27613067626953	13.217131022076417	24.443699442842924	* min dator fungerar inte
	39.60612106323242	105.81674289221166	30.721105782818505	* min dator ordnar inte om
	39.60612106323242	105.81674289221166	30.721105782818505	* min dator ordnar inte om
	39.627811431884766	139.5844271273468	30.98828965422885	* min dator ordnar inte om
	39.627811431884766	139.5844271273468	30.98828965422885	* min dator ordnar inte om
	40.36984634399414	34.99987807058238	26.88189251328221	* dator av mig ordnar inte om
	40.36984634399414	34.99987807058238	26.88189251328221	* dator av mig ordnar inte om

I like sleep
Correct	Parser	Rerank	Rerank Unigram	Translation
	31.239686965942383	65.97777299525937	24.918869383459292	jag tycker om sömn
✓	31.239686965942383	65.97777299525937	24.918869383459292	jag tycker om sömn
	35.486270904541016	6.088727010036161	24.14020436036901	* mig likt sömn
	35.486270904541016	6.088727010036161	24.14020436036901	* mig likt sömn
	35.50977325439453	65.97777299525937	24.918869383459292	* jag tycker om sömn
	35.50977325439453	65.97777299525937	24.918869383459292	* jag tycker om sömn
	35.695899963378906	6.088727010036161	24.14020436036901	mig likt sömn
	35.695899963378906	6.088727010036161	24.14020436036901	mig likt sömn
	37.959266662597656	65.97777299525937	24.918869383459292	jag tycker om sömn
	37.959266662597656	65.97777299525937	24.918869383459292	jag tycker om sömn
	38.80411911010742	65.97777299525937	24.918869383459292	* jag tycker om sömn
	38.80411911010742	65.97777299525937	24.918869383459292	* jag tycker om sömn
	42.126487731933594	65.97777299525937	24.918869383459295	* jag tycker sömn
	42.126487731933594	65.97777299525937	24.918869383459295	* jag tycker sömn
	42.14570999145508	6.088727010036161	24.14020436036901	* mig likt sömn
	42.14570999145508	6.088727010036161	24.14020436036901	* mig likt sömn
	42.22935104370117	65.97777299525937	24.918869383459292	* jag tycker om sömn
	42.22935104370117	65.97777299525937	24.918869383459292	* jag tycker om sömn
	42.94284439086914	65.97777299525937	24.918869383459295	* jag tycker sömn
	42.94284439086914	65.97777299525937	24.918869383459295	* jag tycker sömn

I am sleeping
Correct	Parser	Rerank	Rerank Unigram	Translation
	25.07807731628418	5.343049602708797	16.867123542518854	jag håller på att sova
✓	25.07807731628418	5.343049602708797	16.867123542518854	jag håller på att sova
	26.313720703125	2.4339360122963445	18.117804561336452	jag är sovsäck
	26.313720703125	2.4339360122963445	18.117804561336452	jag är sovsäck
	27.90532112121582	5.343049602708797	16.867123542518854	jag är sovande
	27.90532112121582	5.343049602708797	16.867123542518854	jag är sovande
	27.960208892822266	5.343049602708797	16.867123542518854	jag är att sova
	27.960208892822266	5.343049602708797	16.867123542518854	jag är att sova
	28.473541259765625	0	22.757016666132063	jag är [sleeping_A]
	28.473541259765625	0	22.757016666132063	jag är [sleeping_A]
	29.34816551208496	5.343049602708797	16.867123542518854	* jag håller på att sova
	29.34816551208496	5.343049602708797	16.867123542518854	* jag håller på att sova
	30.58380889892578	2.4339360122963445	18.117804561336452	* jag är sovsäck
	30.58380889892578	2.4339360122963445	18.117804561336452	* jag är sovsäck
	31.797651290893555	5.343049602708797	16.867123542518854	jag håller på att sova
	31.797651290893555	5.343049602708797	16.867123542518854	jag håller på att sova
	32.17540740966797	5.343049602708797	16.867123542518854	* jag är sovande
	32.17540740966797	5.343049602708797	16.867123542518854	* jag är sovande
	32.23029708862305	5.343049602708797	16.867123542518854	* jag är att sova
	32.23029708862305	5.343049602708797	16.867123542518854	* jag är att sova

I am working
Correct	Parser	Rerank	Rerank Unigram	Translation
	24.4857120513916	5.816979136694231	15.249648920855087	jag håller på att arbeta
