hästens man är brun
Correct	Parser	Rerank	Rerank Unigram	Translation
	39.3822135925293	9.593099336701277	26.71716201693112	man of the horse is brown
	43.15652847290039	12.402893766471998	30.059963142974713	man of the horse is tan
	43.65230178833008	9.593099336701277	26.71716201693112	* man of the horse is brown
	43.87405776977539	1.9959172836959276	30.389111906684224	man of the horseback is brown
	44.83353805541992	11.052246610927368	29.796699979935195	man of the horse is brown
	45.1131477355957	5.9803926046188245	18.74036962804937	* the horse's one is brown
	46.101783752441406	9.593099336701277	26.71716201693112	man of the horse is brown
	46.253108978271484	10.370182612828556	31.68036387698922	mane of the horse is brown
	46.94664764404297	9.593099336701277	26.71716201693112	* man of the horse is brown
	47.42661666870117	12.402893766471998	30.059963142974713	* man of the horse is tan
	47.648372650146484	4.805711713466648	33.73191303272782	man of the horseback is tan
	48.06875991821289	1.9959172836959276	32.7460156209297	man of the horsebox is brown
	48.14414596557617	1.9959172836959276	30.389111906684224	* man of the horseback is brown
	48.40748977661133	5.9803926046188245	18.74036962804937	* the horse's one is brown
	48.86840057373047	5.9803926046188245	26.71716201693112	* the horse's man is brown
	48.8874626159668	-0.10527387349220518	22.08317075409296	* the horse's one is tan
	49.1036262512207	11.052246610927368	29.796699979935195	* man of the horse is brown
	49.325382232666016	3.455064557922018	33.46864986968829	man of the horseback is brown
	49.6049919128418	5.766598954744351	22.412319517802473	* the horseback's one is brown
	49.711429595947266	13.577574657624174	26.71716201693112	* man of the horse is brown

han är på plan två
Correct	Parser	Rerank	Rerank Unigram	Translation
	36.889366149902344	6.601845889180824	18.465450703289235	he is on plan two
	37.4295768737793	9.950357199024312	18.918464496194332	he is on level two
	38.87127685546875	13.000164001677636	20.14983118980286	he is on field two
	40.822105407714844	6.601845889180824	18.465450703289235	* he is on plan two
	40.945919036865234	10.413661305001801	21.61278345370266	he is upon plan two
	41.159454345703125	6.601845889180824	18.465450703289235	* he is on plan two
	41.3623161315918	9.950357199024312	18.918464496194332	* he is on level two
	41.48613357543945	15.085466264514826	22.065797246607755	he is upon level two
	41.69966506958008	9.950357199024312	18.918464496194332	* he is on level two
	41.707523345947266	9.950357199024312	18.918464496194332	* he is on levels two
	42.4257698059082	12.877873783152681	22.195952684005142	he is onto plan two
	42.659847259521484	11.213877040412633	22.488096538348927	he is on blueprint two
	42.804012298583984	13.000164001677636	20.14983118980286	* he is on field two
	42.92782974243164	17.22621513831733	23.29716394021628	he is upon field two
	42.96598434448242	32.82126983907277	22.64896647691024	he is onto level two
	43.14136505126953	13.000164001677636	20.14983118980286	* he is on field two
	43.60894012451172	6.601845889180824	18.465450703289235	he is on plan two
	44.116451263427734	6.601845889180824	18.465450703289235	* he is on plan two
	44.14915466308594	9.950357199024312	18.918464496194332	he is on level two
	44.40768051147461	18.146847930981487	23.880333170518767	he is onto field two

han har en bra plan
Correct	Parser	Rerank	Rerank Unigram	Translation
	35.83893966674805	21.94622601175265	26.558280951559155	he has a good plan
	37.21235275268555	21.983864850921215	27.500401628832556	he has a better plan
	37.82085037231445	37.34617358277576	28.24266143807278	he has a good field
	39.19426345825195	36.302404765103546	29.184782115346174	he has a better field
	40.10902786254883	21.94622601175265	26.558280951559155	* he has a good plan
	40.813758850097656	21.94622601175265	26.558280951559155	he has one good plan
	41.22752380371094	26.228884672937106	30.67780543409001	he has a well plan
	41.48244094848633	21.983864850921215	27.500401628832556	* he has a better plan
	41.609413146972656	91.12330054194888	30.580926786618846	he has a good blueprint
	42.090938568115234	37.34617358277576	28.24266143807278	* he has a good field
	42.187164306640625	21.983864850921215	27.500401628832556	he has one better plan
	42.55851745605469	21.94622601175265	26.558280951559155	he has a good plan
	42.79566192626953	37.34617358277576	28.24266143807278	he has one good field
	42.982826232910156	110.07415882187726	31.523047463892247	he has a better blueprint
	43.209434509277344	37.73320012893503	32.36218592060363	he has a well field
