a_posteriori_A	4.93427545099e-06
a_priori_A	4.93427545099e-06
abactinal_A	4.93427545099e-06
abasic_A	4.93427545099e-06
abatable_A	4.93427545099e-06
abaxial_A	4.93427545099e-06
abbatial_A	4.93427545099e-06
abdicable_A	4.93427545099e-06
abdominal_A	4.93427545099e-06
abdominous_A	4.93427545099e-06
abdominovesical_A	4.93427545099e-06
abducent_A	4.93427545099e-06
abecedarian_A	4.93427545099e-06
abelian_A	4.93427545099e-06
aberrant_A	4.93427545099e-06
abeyant_A	4.93427545099e-06
abhorrent_A	4.93427545099e-06
abient_A	4.93427545099e-06
abiogenetic_A	4.93427545099e-06
abject_A	4.93427545099e-06
ablated_A	4.93427545099e-06
ablative_A	4.93427545099e-06
ablaze_A	4.93427545099e-06
able_A	0.000360202107922
able_bodied_A	4.93427545099e-06
abloom_A	4.93427545099e-06
ablutionary_A	4.93427545099e-06
abnormal_A	9.86855090199e-06
abolishable_A	4.93427545099e-06
abolitionary_A	4.93427545099e-06
abomasal_A	4.93427545099e-06
abominable_A	4.93427545099e-06
aboral_A	4.93427545099e-06
aboriginal_A	4.93427545099e-06
abortifacient_A	4.93427545099e-06
abortive_A	4.93427545099e-06
above_A	4.93428423057e-06
above_board_A	4.93427545099e-06
above_mentioned_A	4.93427545099e-06
above_named_A	4.93427545099e-06
aboveboard_A	4.93427545099e-06
aboveground_A	4.93427545099e-06
abranchiate_A	4.93427545099e-06
abrasive_A	7.40141317649e-06
abroach_A	4.93427545099e-06
abroad_A	2.4671377255e-05
abrupt_A	1.4802826353e-05
abscessed_A	4.93427545099e-06
absent_A	4.93427545099e-06
absent_minded_A	4.93427545099e-06
absolute_A	0.000162831089883
absolutist_A	4.93427545099e-06
absolvitory_A	4.93427545099e-06
absorbable_A	4.93427545099e-06
absorbefacient_A	4.93427545099e-06
absorbent_A	4.93427545099e-06
absorbing_A	4.93427545099e-06
abstemious_A	4.93427545099e-06
abstinent_A	4.93427545099e-06
abstract_A	4.93427545099e-06
abstractive_A	4.93427545099e-06
abstruse_A	4.93427545099e-06
absurd_A	9.86855090199e-06
abulic_A	4.93427545099e-06
abundant_A	1.9737101804e-05
abusive_A	4.93427545099e-06
abuzz_A	4.93427545099e-06
abysmal_A	4.93427545099e-06
abyssal_A	4.93427545099e-06
academic_A	9.86855090199e-06
acanthoid_A	4.93427545099e-06
acanthotic_A	4.93427545099e-06
acapnic_A	4.93427545099e-06
acarpelous_A	4.93427545099e-06
acarpous_A	4.93427545099e-06
acatalectic_A	4.93427545099e-06
acaudate_A	4.93427545099e-06
acaulescent_A	4.93427545099e-06
accelerando_A	4.93427545099e-06
accelerative_A	4.93427545099e-06
accentual_A	4.93427545099e-06
acceptable_A	2.4671377255e-05
accepted_A	4.93427545099e-06
acceptive_A	4.93427545099e-06
accessary_A	4.93427545099e-06
accessible_A	1.9737101804e-05
accessional_A	4.93427545099e-06
accessorial_A	4.93427545099e-06
accessory_A	4.93427545099e-06
accident_prone_A	4.93427545099e-06
accidental_A	2.4671377255e-05
accipitrine_A	4.93427545099e-06
acclivitous_A	4.93427545099e-06
accommodational_A	4.93427545099e-06
accommodative_A	4.93427545099e-06
accomplishable_A	4.93427545099e-06
accomplished_A	4.93427545099e-06
accordant_A	4.93427545099e-06
accountable_A	4.93427545099e-06
accounting_A	4.93427545099e-06
accoutered_A	4.93427545099e-06
accretionary_A	4.93427545099e-06
accretive_A	4.93427545099e-06
acculturational_A	4.93427545099e-06
accumbent_A	4.93427545099e-06
accumulative_A	4.93427545099e-06
accurate_A	3.94742036079e-05
accursed_A	4.93427545099e-06
accurst_A	4.93427545099e-06
accusative_A	4.93427545099e-06
accusatorial_A	4.93427545099e-06
accused_A	4.93427545117e-06
ace_A	1.4802826353e-05
