a_posteriori_A	1.21596070015e-05
a_priori_A	3.03990175038e-06
abactinal_A	3.03990175038e-06
abasic_A	3.03990175038e-06
abatable_A	3.03990175038e-06
abaxial_A	3.03990175038e-06
abbatial_A	3.03990175038e-06
abdicable_A	3.03990175038e-06
abdominal_A	3.03990175038e-06
abdominous_A	3.03990175038e-06
abdominovesical_A	3.03990175038e-06
abducent_A	3.03990175038e-06
abecedarian_A	3.03990175038e-06
abelian_A	3.03990175038e-06
aberrant_A	3.03990175038e-06
abeyant_A	3.03990175038e-06
abhorrent_A	3.03990175038e-06
abient_A	3.03990175038e-06
abiogenetic_A	3.03990175038e-06
abject_A	6.07980350075e-06
ablated_A	3.03990175038e-06
ablative_A	3.03990175038e-06
ablaze_A	3.03990175038e-06
able_A	0.000221912827777
able_bodied_A	3.03990175038e-06
abloom_A	3.03990175038e-06
ablutionary_A	3.03990175038e-06
abnormal_A	6.07980350075e-06
abolishable_A	3.03990175038e-06
abolitionary_A	3.03990175038e-06
abomasal_A	3.03990175038e-06
abominable_A	3.03990175038e-06
aboral_A	3.03990175038e-06
aboriginal_A	3.03990175038e-06
abortifacient_A	3.03990175038e-06
abortive_A	3.03990175038e-06
above_A	3.03990175038e-06
above_board_A	3.03990175038e-06
above_mentioned_A	3.03990175038e-06
above_named_A	3.03990175038e-06
aboveboard_A	3.03990175038e-06
aboveground_A	3.03990175038e-06
abranchiate_A	3.03990175038e-06
abrasive_A	4.55985262556e-06
abroach_A	3.03990175038e-06
abroad_A	1.10136162979e-05
abrupt_A	1.0705740947e-05
abscessed_A	3.03990175038e-06
absent_A	9.83732870914e-06
absent_minded_A	3.03990175038e-06
absolute_A	0.000124072175136
absolutist_A	3.03990175038e-06
absolvitory_A	3.03990175038e-06
absorbable_A	3.03990175038e-06
absorbefacient_A	3.03990175038e-06
absorbent_A	3.03990175038e-06
absorbing_A	3.03990175038e-06
abstemious_A	3.03990175038e-06
abstinent_A	3.03990175038e-06
abstract_A	9.11970525113e-06
abstractive_A	3.03990175038e-06
abstruse_A	3.03990175038e-06
absurd_A	2.22947797339e-05
abulic_A	3.03990175038e-06
abundant_A	2.08922966333e-05
abusive_A	9.11970525113e-06
abuzz_A	3.03990175038e-06
abysmal_A	3.03990175038e-06
abyssal_A	3.03990175038e-06
academic_A	1.5807489102e-05
acanthoid_A	3.03990175038e-06
acanthotic_A	3.03990175038e-06
acapnic_A	3.03990175038e-06
acarpelous_A	3.03990175038e-06
acarpous_A	3.03990175038e-06
acatalectic_A	3.03990175038e-06
acaudate_A	3.03990175038e-06
acaulescent_A	3.03990175038e-06
accelerando_A	3.03990175038e-06
accelerative_A	3.03990175038e-06
accentual_A	3.03990175038e-06
acceptable_A	3.03990175038e-05
accepted_A	3.03990175038e-06
acceptive_A	3.03990175038e-06
accessary_A	3.03990175038e-06
accessible_A	1.30855709875e-05
accessional_A	3.03990175038e-06
accessorial_A	3.03990175038e-06
accessory_A	3.03990175038e-06
accident_prone_A	3.03990175038e-06
accidental_A	1.84531970635e-05
accipitrine_A	3.03990175038e-06
acclivitous_A	3.03990175038e-06
accommodational_A	3.03990175038e-06
accommodative_A	3.03990175038e-06
accomplishable_A	3.03990175038e-06
accomplished_A	3.03990175038e-06
accordant_A	3.03990175038e-06
accountable_A	3.03990175038e-06
accounting_A	3.03990175038e-06
accoutered_A	3.03990175038e-06
accretionary_A	3.03990175038e-06
accretive_A	3.03990175038e-06
acculturational_A	3.03990175038e-06
accumbent_A	3.03990175038e-06
accumulative_A	3.03990175038e-06
accurate_A	3.20006605528e-05
accursed_A	3.03990175038e-06
accurst_A	3.03990175038e-06
accusative_A	6.07980350075e-06
accusatorial_A	3.03990175038e-06
accused_A	3.03990175038e-06
ace_A	9.11970525113e-06
acentric_A	3.03990175038e-06
acephalous_A	3.03990175038e-06
acerate_A	3.03990175038e-06
acerb_A	3.03990175038e-06
acervate_A	3.03990175038e-06
acetabular_A	3.03990175038e-06
acetic_A	3.03990175038e-06
acetonic_A	3.03990175038e-06
acetose_A	3.03990175038e-06
acetylenic_A	3.03990175038e-06
acetylic_A	3.03990175038e-06
achenial_A	3.03990175038e-06
achievable_A	4.55985262556e-06
achlamydeous_A	3.03990175038e-06
achlorhydric_A	3.03990175038e-06
achondritic_A	3.03990175038e-06
achondroplastic_A	3.03990175038e-06
achromatic_A	3.03990175038e-06
achromatinic_A	3.03990175038e-06
achromatous_A	3.03990175038e-06
achromic_A	3.03990175038e-06
aciculate_A	3.03990175038e-06
acid_A	3.03990175038e-06
acidic_A	3.03990175038e-06
acidimetric_A	3.03990175038e-06
acidophilic_A	3.03990175038e-06
acidotic_A	3.03990175038e-06
acidulated_A	3.03990175038e-06
acidulous_A	3.03990175038e-06
acinar_A	3.03990175038e-06
acknowledgeable_A	3.03990175038e-06
acned_A	3.03990175038e-06
acneiform_A	3.03990175038e-06
acold_A	3.03990175038e-06
acoustic_A	9.11970525113e-06
acquiescent_A	3.03990175038e-06
acquirable_A	3.03990175038e-06
acquisitive_A	3.03990175038e-06
acrid_A	3.03990175038e-06
acrimonious_A	3.03990175038e-06
acritical_A	3.03990175038e-06
acrobatic_A	3.03990175038e-06
acrocarpous_A	3.03990175038e-06
acrocentric_A	3.03990175038e-06
acrogenic_A	3.03990175038e-06
acromegalic_A	3.03990175038e-06
acronymic_A	3.03990175038e-06
acropetal_A	3.03990175038e-06
acrophobic_A	3.03990175038e-06
acroscopic_A	3.03990175038e-06
actable_A	3.03990175038e-06
actinal_A	3.03990175038e-06
acting_A	3.03990175038e-06
actinic_A	3.03990175038e-06
actinoid_A	3.03990175038e-06
actinometric_A	3.03990175038e-06
actinomorphic_A	3.03990175038e-06
actinomycetal_A	3.03990175038e-06
actinomycotic_A	3.03990175038e-06
actionable_A	6.07980350075e-06
active_A	6.99541643891e-05
activist_A	3.03990175038e-06
actual_A	0.000178051582889
actuarial_A	3.03990175038e-06
acuate_A	3.03990175038e-06
aculeate_A	3.03990175038e-06
acuminate_A	3.03990175038e-06
acute_A	1.39296226876e-05
acyclic_A	3.03990175038e-06
ad_hoc_A	3.03990175038e-06
ad_lib_A	3.03990175038e-06
adactylous_A	3.03990175038e-06
adagio_A	3.03990175038e-06
adamant_A	3.03990175038e-06
adamantine_A	3.03990175038e-06
adaptable_A	9.11970525113e-06
adaptational_A	3.03990175038e-06
adaptive_A	3.03990175038e-06
adaxial_A	3.03990175038e-06
addable_A	3.03990175038e-06
added_A	3.03990175038e-06
addictive_A	6.07980350075e-06
additional_A	0.000145752709076
additive_A	3.03990175038e-06
addle_A	3.03990175038e-06
addle_brained_A	3.03990175038e-06
addle_pated_A	3.03990175038e-06
addressable_A	3.03990175038e-06
adducent_A	3.03990175038e-06
adenocarcinomatous_A	3.03990175038e-06
adenoid_A	3.03990175038e-06
adenoidal_A	3.03990175038e-06
adept_A	3.03990175038e-06
adequate_A	4.45067647781e-05
adherent_A	3.03990175038e-06
adhesive_A	3.03990175038e-06
adiabatic_A	3.03990175038e-06
adient_A	3.03990175038e-06
adipose_A	3.03990175038e-06
adjacent_A	1.90717496409e-05
adjectival_A	3.03990175038e-06
adjective_A	3.03990175038e-06
adjudicative_A	3.03990175038e-06
adjunct_A	3.03990175038e-06
adjunctive_A	3.03990175038e-06
adjuratory_A	3.03990175038e-06
adjustable_A	6.07980350075e-06
adjustive_A	3.03990175038e-06
adjuvant_A	3.03990175038e-06
administrable_A	3.03990175038e-06
administrative_A	3.03990175038e-05
admirable_A	3.03990175038e-06
admissible_A	3.03990175038e-06
admissive_A	3.03990175038e-06
admittable_A	3.03990175038e-06
admonitory_A	4.05320233383e-06
adnate_A	3.03990175038e-06
adnexal_A	3.03990175038e-06
adolescent_A	3.03990175038e-06
adoptable_A	3.03990175038e-06
adoptive_A	3.03990175038e-06
adorable_A	1.34229400986e-05
adoring_A	3.03990175038e-06
adrenal_A	3.03990175038e-06
adrenergic_A	3.03990175038e-06
adrenocortical_A	3.03990175038e-06
adrenocorticotropic_A	3.03990175038e-06
adrift_A	3.03990175038e-06
adroit_A	3.03990175038e-06
adscititious_A	3.03990175038e-06
adscript_A	3.03990175038e-06
adsorbable_A	3.03990175038e-06
adsorbent_A	3.03990175038e-06
adulatory_A	3.03990175038e-06
adult_A	1.8926645213e-05
adulterate_A	3.03990175038e-06
adulterating_A	3.03990175038e-06
adulterine_A	3.03990175038e-06
adulterous_A	5.06650291729e-06
adumbrative_A	3.03990175038e-06
adust_A	3.03990175038e-06
advanced_A	3.03990531761e-06
advantageous_A	1.44395333143e-05
advective_A	3.03990175038e-06
adventitial_A	3.03990175038e-06
adventitious_A	3.03990175038e-06
adventive_A	3.03990175038e-06
adventuresome_A	3.03990175038e-06
adventuristic_A	3.03990175038e-06
adventurous_A	6.07980350075e-06
adverbial_A	3.03990175038e-06
adversative_A	3.03990175038e-06
adverse_A	1.1127523963e-05
advertent_A	3.03990175038e-06
advisable_A	6.07980350075e-06
advisory_A	3.03990175038e-06
adynamic_A	3.03990175038e-06
aecial_A	3.03990175038e-06
aeolotropic_A	3.03990175038e-06
aerial_A	2.64078690744e-05
aeriferous_A	3.03990175038e-06
aeriform_A	3.03990175038e-06
aerobic_A	3.03990175038e-06
aerobiotic_A	3.03990175038e-06
aerodynamic_A	6.07980350075e-06
aerolitic_A	3.03990175038e-06
aerological_A	3.03990175038e-06
aeromechanic_A	3.03990175038e-06
aeromedical_A	3.03990175038e-06
aeronautical_A	4.55985262556e-06
aerophilatelic_A	3.03990175038e-06
aerosolized_A	3.03990175038e-06
aerospace_A	3.03990175038e-06
aesculapian_A	3.03990175038e-06
aesthetic_A	3.03990175038e-06
aesthetical_A	3.03990175038e-06
aestival_A	3.03990175038e-06
afebrile_A	3.03990175038e-06
affable_A	4.75191239349e-06
affected_A	3.03990175038e-06
affecting_A	3.03990175038e-06
affectional_A	3.03990175038e-06
affectionate_A	3.69730645703e-05
afferent_A	3.03990175038e-06
affinal_A	3.03990175038e-06
affine_A	3.03990175038e-06
affined_A	3.03990175038e-06
affirmable_A	3.03990175038e-06
affirmative_A	3.03990175038e-06
affixal_A	3.03990175038e-06
afflictive_A	3.03990175038e-06
affluent_A	5.64429339569e-06
affordable_A	3.95187227549e-05
afghan_A	3.03990175038e-06
afghanistani_A	3.03990175038e-06
afire_A	3.03990175038e-06
aflame_A	3.03990175038e-06
aflare_A	3.03990175038e-06
afloat_A	3.03990175038e-06
aflutter_A	3.03990175038e-06
afoot_A	3.03990175038e-06
aforementioned_A	3.03990175038e-06
aforesaid_A	3.03990175038e-06
afraid_A	7.90037641083e-05
african_A	1.21596070015e-05
afrikaner_A	3.03990175038e-06
afro_asian_A	3.03990175038e-06
aft_A	3.03990175038e-06
after_A	3.03990175038e-06
aftermost_A	3.03990175038e-06
aftershafted_A	3.03990175038e-06
agamic_A	3.03990175038e-06
agape_A	3.03990175038e-06
agaze_A	3.03990175038e-06
age_long_A	3.03990175038e-06
age_old_A	3.03990175038e-06
ageless_A	3.03990175038e-06
agential_A	3.03990175038e-06
agglomerate_A	3.03990175038e-06
agglutinate_A	3.03990175038e-06
agglutinative_A	3.03990175038e-06
aggravating_A	3.03990175038e-06
aggregate_A	3.03990175038e-06
aggressive_A	2.55603861808e-05
aghast_A	7.29241718769e-06
agile_A	3.03990175038e-06
agitative_A	3.03990175038e-06
agleam_A	3.03990175038e-06
aglow_A	3.03990175038e-06
agnate_A	3.03990175038e-06
agnostic_A	3.03990175038e-06
agog_A	3.03990175038e-06
agonadal_A	3.03990175038e-06
agonal_A	3.03990175038e-06
agonistic_A	3.03990175038e-06
agonized_A	3.03990175038e-06
agoraphobic_A	3.03990175038e-06
agranulocytic_A	3.03990175038e-06
agraphic_A	3.03990175038e-06
agrarian_A	3.03990175038e-06
agreeable_A	2.12793122526e-05
agreed_A	3.03990175038e-06
agrestic_A	3.03990175038e-06
agricultural_A	3.03990175038e-06
agrobiologic_A	3.03990175038e-06
agrologic_A	3.03990175038e-06
agronomic_A	3.03990175038e-06
aground_A	3.03990175038e-06
agrypnotic_A	3.03990175038e-06
aguish_A	3.03990175038e-06
ahistorical_A	3.03990175038e-06
aimless_A	3.03990175038e-06
air_conditioned_A	3.03990175038e-06
air_cooled_A	3.03990175038e-06
air_minded_A	3.03990175038e-06
air_sick_A	3.03990175038e-06
air_to_air_A	3.03990175038e-06
air_to_ground_A	3.03990175038e-06
airborne_A	3.03990175038e-06
airheaded_A	3.03990175038e-06
airless_A	3.03990175038e-06
airtight_A	3.03990175038e-06
airworthy_A	3.03990175038e-06
airy_A	3.03990175038e-06
ajar_A	3.03990175038e-06
akin_A	1.08374258223e-05
alabaster_A	3.03990175038e-06
alacritous_A	3.03990175038e-06
alar_A	3.03990175038e-06
alarming_A	1.06780083252e-05
alate_A	3.03990175038e-06
albanian_A	3.03990175038e-06
albescent_A	3.03990175038e-06
albinal_A	3.03990175038e-06
albitic_A	3.03990175038e-06
albuminous_A	3.03990175038e-06
albuminuric_A	3.03990175038e-06
alchemic_A	9.11970525113e-06
alchemistic_A	3.03990175038e-06
alcoholic_A	3.03990175038e-06
aldehydic_A	3.03990175038e-06
aldermanic_A	3.03990175038e-06
aleatory_A	3.03990175038e-06
alee_A	3.03990175038e-06
alert_A	7.59975437594e-06
aleuronic_A	3.03990175038e-06
alexic_A	3.03990175038e-06
alfresco_A	3.03990175038e-06
algal_A	3.03990175038e-06
algebraic_A	3.03990175038e-06
algebraical_A	3.03990175038e-06
algerian_A	4.55985262556e-06
algid_A	3.03990175038e-06
algoid_A	3.03990175038e-06
algolagnic_A	3.03990175038e-06
algometric_A	3.03990175038e-06
algophobic_A	3.03990175038e-06
algorithmic_A	3.03990175038e-06
alien_A	3.03990175038e-06
alienable_A	3.03990175038e-06
alienating_A	3.03990175038e-06
alight_A	3.03990175038e-06
alike_A	3.89027507828e-05
alimentary_A	3.03990175038e-06
alimentative_A	3.03990175038e-06
aliphatic_A	3.03990175038e-06
aliquot_A	3.03990175038e-06
alive_A	8.30788353159e-06
alkahestic_A	3.03990175038e-06
alkalescent_A	3.03990175038e-06
